exphappy,samerace,hobby_diff_phys,hobby_diff_out,hobby_diff_in,attr_diff,sinc_diff,intel_diff,fun_diff,income_diff,age_diff,same_career,confidence,imprace,date_freq,out_freq,match
0.2222222222222222,0,0.2916666666666667,0.6,0.8,0.5710360433166316,0.5972222222222222,0.506578947368421,0.504951980792317,0.6666666666666666,0.5454545454545454,0,0.00625,0.42105263157894735,1.0,0.0,0
0.2222222222222222,0,0.2916666666666667,0.5333333333333333,0.4727272727272727,0.9589461774688864,0.4861111111111111,0.34868421052631576,1.0,0.1111111111111111,0.09090909090909091,0,0.027500000000000004,0.10526315789473684,1.0,0.0,0
0.2222222222222222,1,0.375,0.5,0.5818181818181818,0.3770809762405043,0.5972222222222222,0.48026315789473684,0.4149159663865546,0.1111111111111111,0.09090909090909091,0,0.0075,0.21052631578947367,1.0,0.0,1
0.2222222222222222,0,0.25,0.36666666666666664,0.509090909090909,0.47405850977856795,0.3472222222222222,0.34868421052631576,1.0,0.2222222222222222,0.18181818181818182,0,0.021249999999999998,0.10526315789473684,1.0,0.0,1
0.2222222222222222,0,0.08333333333333333,0.8333333333333334,0.6545454545454545,0.5063843542912558,0.375,0.48026315789473684,0.20483193277310915,0.3333333333333333,0.2727272727272727,0,0.013750000000000002,0.21052631578947367,1.0,0.0,1
0.2222222222222222,0,0.16666666666666666,0.6,0.6181818181818182,0.8458057216744788,0.5694444444444444,0.7697368421052632,0.1748199279711884,0.4444444444444444,0.36363636363636365,0,0.015,0.5263157894736842,1.0,0.0,0
0.2222222222222222,0,0.16666666666666666,0.7333333333333333,0.509090909090909,0.5871989655729756,0.5138888888888888,0.6381578947368421,0.23484393757502994,1.0,0.8181818181818182,0,0.005,0.10526315789473684,1.0,0.0,0
0.2222222222222222,0,0.3333333333333333,0.6333333333333333,0.32727272727272727,0.5763698076612251,0.37805555555555553,0.2726315789473684,0.26815726290516195,0.6666666666666666,0.5454545454545454,0,0.005,0.47368421052631576,1.0,0.0,0
0.2222222222222222,0,0.5416666666666666,0.43333333333333335,1.0,0.781154032649103,0.5694444444444444,0.5855263157894737,0.11479591836734683,0.7777777777777778,0.6363636363636364,0,0.027500000000000004,0.10526315789473684,1.0,0.0,1
0.2222222222222222,0,0.5416666666666666,0.9,1.0,1.0,0.5416666666666666,0.34868421052631576,0.2948679471788715,0.3333333333333333,0.2727272727272727,0,0.026250000000000002,0.10526315789473684,1.0,0.0,0
0.3333333333333333,1,0.5,0.43333333333333335,0.21818181818181817,1.0,0.4861111111111111,0.6381578947368421,0.5949879951980792,0.3333333333333333,0.2727272727272727,0,0.01,0.42105263157894735,0.6666666666666666,0.0,0
0.3333333333333333,1,0.5,0.36666666666666664,0.5454545454545454,1.0,0.20833333333333334,0.48026315789473684,1.0,0.2222222222222222,0.18181818181818182,0,0.03125,0.10526315789473684,0.6666666666666666,0.0,0
0.3333333333333333,0,0.4166666666666667,0.3333333333333333,0.6545454545454545,0.8458057216744788,0.375,0.6118421052631579,0.504951980792317,0.2222222222222222,0.18181818181818182,0,0.01125,0.21052631578947367,0.6666666666666666,0.0,0
0.3333333333333333,1,0.625,0.5333333333333333,0.6545454545454545,0.9427832552125425,0.06944444444444445,0.48026315789473684,1.0,0.1111111111111111,0.09090909090909091,0,0.025,0.10526315789473684,0.6666666666666666,0.0,1
0.3333333333333333,0,0.4583333333333333,0.26666666666666666,0.5818181818181818,0.9751090997252303,0.1527777777777778,0.6118421052631579,0.2948679471788715,0.0,0.0,0,0.017499999999999998,0.21052631578947367,0.6666666666666666,0.0,0
0.3333333333333333,1,0.2916666666666667,0.3,0.10909090909090909,1.0,0.125,0.9013157894736842,0.2648559423769507,0.1111111111111111,0.09090909090909091,0,0.01875,0.5263157894736842,0.6666666666666666,0.0,0
0.3333333333333333,1,0.375,0.23333333333333334,0.36363636363636365,1.0,0.2916666666666667,0.7697368421052632,0.3248799519807923,0.6666666666666666,0.5454545454545454,0,0.008749999999999999,0.10526315789473684,0.6666666666666666,0.0,0
0.3333333333333333,1,0.20833333333333334,0.6666666666666666,0.6909090909090909,1.0,0.21138888888888888,0.40421052631578946,0.3581932773109243,0.3333333333333333,0.2727272727272727,0,0.008749999999999999,0.47368421052631576,0.6666666666666666,0.0,0
0.3333333333333333,1,0.9166666666666666,0.4666666666666667,0.43636363636363634,1.0,0.125,0.7171052631578947,0.20483193277310915,0.4444444444444444,0.36363636363636365,0,0.03125,0.10526315789473684,0.6666666666666666,0.0,1
0.3333333333333333,1,0.8333333333333334,0.13333333333333333,0.7272727272727273,1.0,0.1527777777777778,0.48026315789473684,0.504951980792317,0.0,0.0,0,0.03,0.10526315789473684,0.6666666666666666,0.0,0
0.3333333333333333,1,0.7916666666666666,0.3,0.4,0.8619686439308227,0.2916666666666667,0.875,0.354891956782713,0.2222222222222222,0.18181818181818182,0,0.00625,0.7368421052631579,0.3333333333333333,0.0,0
0.3333333333333333,1,0.625,0.16666666666666666,0.2909090909090909,1.0,0.2361111111111111,0.7697368421052632,0.895108043217287,0.3333333333333333,0.2727272727272727,0,0.027500000000000004,0.42105263157894735,0.3333333333333333,0.0,0
0.3333333333333333,0,0.7916666666666666,0.2,0.2545454545454545,0.6680135768546953,0.2916666666666667,0.8486842105263158,0.2648559423769507,0.3333333333333333,0.2727272727272727,0,0.0075,0.5263157894736842,0.3333333333333333,0.0,0
0.3333333333333333,1,0.6666666666666666,0.4,0.4,0.764991110392759,0.09722222222222222,0.7171052631578947,0.895108043217287,0.2222222222222222,0.18181818181818182,0,0.021249999999999998,0.42105263157894735,0.3333333333333333,0.0,0
0.3333333333333333,0,0.6666666666666666,0.4666666666666667,0.32727272727272727,0.797316954905447,0.06944444444444445,0.8486842105263158,0.05477190876350529,0.1111111111111111,0.09090909090909091,0,0.013750000000000002,0.5263157894736842,0.3333333333333333,0.0,0
0.3333333333333333,1,0.5833333333333334,0.1,0.5818181818181818,1.0,0.3194444444444444,1.0,0.02475990396158451,0.0,0.0,0,0.015,0.8421052631578947,0.3333333333333333,0.0,0
0.3333333333333333,1,0.6666666666666666,0.3,0.6181818181818182,0.8781315661871667,0.20833333333333334,1.0,0.08478391356542606,0.5555555555555556,0.45454545454545453,0,0.005,0.42105263157894735,0.3333333333333333,0.0,0
0.3333333333333333,1,0.5833333333333334,0.6,0.21818181818181817,0.8673024082754162,0.07249999999999998,0.6410526315789473,0.11809723889555811,0.2222222222222222,0.18181818181818182,0,0.005,0.7894736842105263,0.3333333333333333,0.0,0
0.3333333333333333,1,0.625,0.3333333333333333,0.4727272727272727,1.0,0.3194444444444444,0.9539473684210527,0.0,0.3333333333333333,0.2727272727272727,0,0.027500000000000004,0.42105263157894735,0.3333333333333333,0.0,0
0.3333333333333333,1,0.7083333333333334,0.4666666666666667,0.6181818181818182,1.0,0.2916666666666667,0.7697368421052632,0.1448079231692676,0.1111111111111111,0.09090909090909091,0,0.026250000000000002,0.42105263157894735,0.3333333333333333,0.0,0
0.0,1,0.8333333333333334,0.43333333333333335,0.509090909090909,0.6356877323420075,0.5972222222222222,0.5328947368421053,0.625,0.4444444444444444,0.36363636363636365,0,0.00625,0.3684210526315789,0.6666666666666666,0.0,0
0.0,1,0.75,0.36666666666666664,0.4,1.0,0.4861111111111111,0.3223684210526316,1.0,0.1111111111111111,0.09090909090909091,1,0.027500000000000004,0.05263157894736842,0.6666666666666666,0.0,0
0.0,0,0.8333333333333334,0.3333333333333333,0.43636363636363634,0.44173266526588006,0.5972222222222222,0.506578947368421,0.5349639855942376,0.1111111111111111,0.09090909090909091,1,0.0075,0.15789473684210525,0.6666666666666666,0.0,0
0.0,1,0.875,0.6,0.43636363636363634,0.5387101988039438,0.3472222222222222,0.375,1.0,0.0,0.0,1,0.021249999999999998,0.05263157894736842,0.6666666666666666,0.0,1
0.0,0,0.7916666666666666,0.2,0.43636363636363634,0.5710360433166316,0.375,0.506578947368421,0.3248799519807923,0.1111111111111111,0.09090909090909091,1,0.013750000000000002,0.15789473684210525,0.6666666666666666,0.0,0
0.0,1,0.625,0.3,0.18181818181818182,0.9104574106998545,0.5694444444444444,0.7960526315789473,0.2948679471788715,0.2222222222222222,0.18181818181818182,0,0.015,0.47368421052631576,0.6666666666666666,0.0,0
0.0,1,0.7916666666666666,0.16666666666666666,0.43636363636363634,0.6518506545983513,0.5138888888888888,0.6644736842105263,0.354891956782713,0.7777777777777778,0.6363636363636364,0,0.005,0.05263157894736842,0.6666666666666666,0.0,0
0.0,1,0.625,0.6666666666666666,0.4,0.6410214966866009,0.37805555555555553,0.29894736842105263,0.38820528211284505,0.4444444444444444,0.36363636363636365,0,0.005,0.42105263157894735,0.6666666666666666,0.0,0
0.0,1,0.6666666666666666,0.6,0.6545454545454545,0.8458057216744788,0.5694444444444444,0.6118421052631579,0.23484393757502994,0.5555555555555556,0.45454545454545453,0,0.027500000000000004,0.05263157894736842,0.6666666666666666,0.0,1
0.0,1,0.75,0.4666666666666667,0.7272727272727273,1.0,0.5416666666666666,0.3223684210526316,0.4749399759903961,0.1111111111111111,0.09090909090909091,0,0.026250000000000002,0.05263157894736842,0.6666666666666666,0.0,0
0.6666666666666666,1,0.375,0.4666666666666667,0.5454545454545454,0.6518506545983513,0.5416666666666666,0.5855263157894737,0.8650960384153662,0.6666666666666666,0.5454545454545454,0,0.01625,0.7368421052631579,0.5,0.0,0
0.6666666666666666,1,0.375,0.4,0.36363636363636365,1.0,0.1527777777777778,0.5328947368421053,1.0,0.1111111111111111,0.09090909090909091,1,0.0375,0.42105263157894735,0.5,0.0,0
0.6666666666666666,0,0.375,0.43333333333333335,0.2545454545454545,0.45789558752222403,0.4305555555555556,0.5592105263157895,0.7750600240096038,0.1111111111111111,0.09090909090909091,1,0.017499999999999998,0.5263157894736842,0.5,0.0,0
0.6666666666666666,1,0.4166666666666667,0.43333333333333335,0.32727272727272727,0.5548731210602877,0.125,0.4276315789473684,1.0,0.2222222222222222,0.18181818181818182,1,0.03125,0.42105263157894735,0.5,0.0,1
0.6666666666666666,0,0.25,0.5,0.4,0.5871989655729756,0.20833333333333334,0.5592105263157895,0.5649759903961584,0.3333333333333333,0.2727272727272727,1,0.02375,0.5263157894736842,0.5,0.0,0
0.6666666666666666,1,0.16666666666666666,0.3333333333333333,0.36363636363636365,0.9266203329561985,0.06944444444444445,0.8486842105263158,0.5349639855942376,0.4444444444444444,0.36363636363636365,0,0.025,0.8421052631578947,0.5,0.0,0
